,LIEU_VILLE,LIEU_CODE_POSTAL,LIEU_COORD_GPS_X,LIEU_COORD_GPS_Y,NOM_ZONE,TYPE_LIEU_V2_1,TYPE_LIEU_V2_2,TYPE_DECHET,SURFACE,DATE,VOLUME_TOTAL,dd,ff24,ff_weekly,t,ww,rr24,rr_weekly,rr_monthly,NB_DECHET_SECTEUR_ALIMENTATION,NB_DECHET_SECTEUR_TABAC,NB_DECHET_SECTEUR_PHARMACEUTIQUE/PARAMÉDICAL,wind_flow,saison
0,Marseille,13008,5.341674173,43.21378629,Anse de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,58555.27676,2019-05-25,503,240.0,28.172054876584678,82.15531944605121,294.85,0.0,0.0,5.1,10.4,108,0,0,SO,Printemps
1,Marseille,13008,5.342950318,43.21394107,Anse de la Maronaise,Littoral (terrestre),"Espace naturel en arrière plage/côte (calanques, colline …)",Présent au sol (abandonné),152231.8456,2019-05-25,1630,240.0,28.172054876584678,82.15531944605121,294.85,0.0,0.0,5.1,10.4,0,0,0,SO,Printemps
2,Marseille,13015,5.363345,43.353322,La cascade des Aygalades,Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné) ou échoué,0,2019-05-25,7170,240.0,28.172054876584678,82.15531944605121,294.85,0.0,0.0,5.1,10.4,152,0,0,SO,Printemps
3,Marseille,13008,5.383609466,43.21041466,Podestat,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,41598.35629,2019-05-25,180,240.0,28.172054876584678,82.15531944605121,294.85,0.0,0.0,5.1,10.4,28,0,0,SO,Printemps
4,Marseille,13008,5.364626362,43.21036467,de callelongue a la calanque des queyrons,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,466524.498,2019-05-25,1200,240.0,28.172054876584678,82.15531944605121,294.85,0.0,0.0,5.1,10.4,102,0,0,SO,Printemps
5,Marseille,13007,5.299445014,43.26971251,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,299.4126948,2019-07-11,25.95,260.0,25.082653314894365,116.07358129295078,303.15,0.0,0.0,0.5,2.7,1243,79,8,OSO,Eté
6,Marseille,13007,5.308434218,43.28276022,Morgiret-St Esteve,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné),17229.69281,2019-10-25,20,330.0,41.93388798741816,88.00862887331465,292.85,0.0,0.0,122.30000000000001,156.5,38,0,0,NO,Automne
7,Marseille,13008,5.342977646,43.21485922,Plage de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,666.9088132,2019-11-06,165,310.0,46.69983686673757,186.21382223233988,288.45,0.0,0.2,55.8,125.3,11,0,0,ONO,Automne
9,Marseille,13007,5.299433165,43.26969653,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,230.9682751,2019-09-28,23.2,,,,,,,,,329,360,21,,Automne
10,Marseille,13008,5.374298692,43.25837627,Plage de l'huveaune,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,58784.6309,2019-11-02,2250,10.0,46.27884164308661,192.29605686416272,293.35,0.0,3.0,16.5,72.9,370,1065,0,N,Automne
11,Marseille,13009,5.405664998,43.27226265,Promenade Dromel,Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné) ou échoué,24893.73157,2019-10-10,818,320.0,52.87690670379974,185.76437358606788,294.75,0.0,0.0,0.2,151.2,134,0,0,NO,Automne
12,Marseille,13007,5.299466051,43.26988419,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,350.4416353,2019-01-18,209,320.0,57.419732657703285,194.4394777409842,282.05,0.0,-0.1,0.9,0.8,2884,173,36,NO,Hiver
13,Marseille,13007,5.299443687,43.2698263,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),594.7634494,2020-01-11,60,280.0,24.627714639432153,157.63280500839437,284.55,0.0,0.0,6.6000000000000005,11.6,630,55,44,O,Hiver
14,Marseille,13007,5.370166351,43.28407681,Notre Dame de la Garde,Zone urbaine,"Route, rue, place",Présent au sol (abandonné),10437.50852,2020-02-16,12750,130.0,18.905537132565968,105.93334508269409,287.35,0.0,0.0,0.4,0.5,689,20000,0,SE,Hiver
15,Marseille,13007,5.362156642,43.2730959,Plage du prophète,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),5405.713779,2020-02-03,120,310.0,26.71503169731454,98.89944525425123,292.95,0.0,0.0,0.1,8.9,0,0,0,ONO,Hiver
16,Marseille,13007,5.36219827,43.27310962,Plage du prophète,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,4349.995379,2020-02-11,40,280.0,20.595343334624072,102.95244277041569,287.65,0.0,0.0,0.0,0.0,0,0,0,O,Hiver
17,Marseille,13008,5.34295543,43.2148581,Anse de la maronnaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,68.8541767,2020-02-19,163,300.0,31.414943571431813,108.22823122832462,286.95,0.0,0.0,2.1999999999999997,2.3,3,0,0,ONO,Hiver
18,Marseille,13007,5.362169856,43.27312217,Plage du prophète,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,1663.725814,2020-03-03,1150,280.0,34.39988095389173,38.05768510634414,284.25,0.0,-0.1,18.7,97.39999999999999,0,0,0,O,Printemps
19,Marseille,13008,5.341404171,43.21475635,Littoral anse de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,3784.287262,2020-10-17,979,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,288,2900,11,OSO,Automne
20,Marseille,13008,5.343244772,43.21405484,Collines au niveau de l'anse de la Maronnaise,Littoral (terrestre),"Espace naturel en arrière plage/côte (calanques, colline …)",Présent au sol (abandonné),28891.56303,2020-10-17,2185,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,227,3000,48,OSO,Automne
21,Marseille,13004,5.402870476,43.29699196,"Collège, cours et jardin",Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),1997.588012,2020-03-12,30,170.0,26.607347820425797,36.70517108804187,290.85,0.0,0.0,3.8,64.1,289,19,0,SSE,Printemps
22,Marseille,13000,5.323810594,43.36295819,Cour du collège,Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),1337.745573,2020-03-09,400,320.0,44.53710767032207,20.926516446254077,287.35,0.0,-0.1,4.0,63.9,100,65,0,NO,Printemps
23,Marseille,13007,5.299446921,43.26963011,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,331.4674018,2019-04-22,101.5,80.0,20.70884590338423,117.82653900175212,299.55,0.0,0.0,0.1,47.00000000000001,1178,441,80,ENE,Printemps
24,Marseille,13007,5.299477624,43.26978869,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,264.5832627,2020-07-10,14.95,290.0,32.644203866241455,175.54794742956136,303.95,0.0,0.0,0.0,-0.1,187,18,36,O,Eté
25,Marseille,13007,5.319198649,43.28500835,"plage de l'Eoube (ile de Ratonneau, archipel du Frioul)",Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,83.7176235,2020-07-08,53,160.0,30.986671734186373,166.95454263355006,302.15,0.0,0.0,0.0,-0.1,42,0,0,SSE,Eté
26,Marseille,13008,5.34322483,43.21360757,Littoral maritime port des Goudes - Callelongue,Mer-Océan,Mer-Océan,Flottant,104497.2119,2020-10-17,100,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,20,0,1,OSO,Automne
27,Marseille,13008,5.367402891,43.24528262,Port Pointe rouge,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné),5110.134205,2020-09-06,7350,300.0,45.45207712772066,212.76746511660298,301.75,0.0,0.0,0.0,3.0999999999999996,0,0,0,ONO,Automne
29,Marseille,13000,5.290815894,43.35799696,Corbieres,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné),23486.1089,2020-10-17,9800,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,5549,0,0,OSO,Automne
31,Marseille,13008,5.349315633,43.228857,Calanques de Samena et du Mauvais Pas,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),57820.90269,2020-10-17,1680,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,1511,99,19,OSO,Automne
32,Marseille,13009,5.498142513,43.23553523,Route Gaston Rebuffat - En Vau - Foret domaniale de la Gardiole,Zone naturelle ou rurale (hors littoral et montagne),Forêt,Présent au sol (abandonné),464194.7958,2020-10-17,6000,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,44,40,7,OSO,Automne
33,Marseille,13007,5.299472678,43.26980723,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),274.6529493,2020-09-17,23.2,180.0,24.596674948030095,196.60612034834685,301.95,0.0,0.0,0.30000000000000004,8.2,325,360,26,S,Automne
34,Marseille,13015,5.363098832,43.35238765,Cité des arts de la rue,Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné),4874.573017,2020-10-17,4800,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,0,0,0,OSO,Automne
35,Marseille,13008,5.365375983,43.21004167,de callelongue à la calanques des queyrons en suivant le GR,Littoral (terrestre),Sentier et chemin,Présent au sol (abandonné),485005.5354,2020-10-17,800,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,65,0,0,OSO,Automne
36,Marseille,13008,5.353125339,43.2122571,Calanque de Callelongue,Littoral (terrestre),Port,Présent au sol (abandonné),147290.3135,2020-10-17,15000,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,0,0,0,OSO,Automne
37,Marseille,13008,5.372526921,43.20931439,Calanque de Marseilleveyre,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,33743.76241,2020-10-17,900,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,0,0,0,OSO,Automne
38,Marseille,13008,5.366626788,43.24295354,Darse sud port Pointe Rouge,Littoral (terrestre),Port,Flottant,3317.321183,2020-10-17,1500,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,200,0,0,OSO,Automne
40,Marseille,13008,5.35027007,43.2257693,La Madrague - La Maronaise - Calanque de Saména,Littoral (terrestre),Multi-lieux,Présent au sol (abandonné),163569.9828,2020-09-19,5750,160.0,42.064157871290874,190.65558476566778,304.45,0.0,-0.1,-0.1,8.1,376,15000,0,SSE,Automne
41,Marseille,13008,5.346667069,43.22356237,Calanques de l'Escalette & Blanche,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),73718.43037,2020-10-17,6500,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,978,23600,0,OSO,Automne
42,Marseille,13009,5.437436192,43.22826673,Campus de Luminy,Zone naturelle ou rurale (hors littoral et montagne),Sentier et chemin,Présent au sol (abandonné),422713.239,2020-10-10,6700,330.0,22.597388624452158,150.49908431462973,294.15,0.0,0.0,6.299999999999998,11.399999999999999,405,0,0,NO,Automne
43,Marseille,13008,5.350501607,43.22925298,"Spots calanque de Samena, Mauvais Pas et Mont Rose",Littoral (terrestre),Rocher et crique,Présent au sol (abandonné),170401.6568,2020-10-17,1680,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,831,11,19,OSO,Automne
45,Marseille,13008,5.362418029,43.23992929,Plage du Bain des Dames,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),295.7176733,2020-09-19,1,160.0,42.064157871290874,190.65558476566778,304.45,0.0,-0.1,-0.1,8.1,0,0,0,SSE,Automne
46,Marseille,13008,5.359922616,43.23600415,Plage de la bonne brise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),765.225053,2020-09-30,2,290.0,46.957604225795556,181.58109321800754,294.15,0.0,0.0,0.9,79.69999999999999,0,0,0,O,Automne
47,Marseille,13009,5.450984233,43.20250137,Calanque de la triperie,Mer-Océan,Mer-Océan,Flottant,27732.9157,2020-10-17,0.5,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,0,0,0,OSO,Automne
48,Marseille,13009,5.439507762,43.2229985,Luminy,Zone naturelle ou rurale (hors littoral et montagne),Sentier et chemin,Présent au sol (abandonné),349597.5311,2020-10-17,995,260.0,52.31262380458898,152.05305148341552,289.35,0.0,0.0,0.0,11.499999999999998,116,52,5,OSO,Automne
51,Marseille,13007,5.299471128,43.2697367,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,280.4234432,2021-01-11,22.75,320.0,30.91123847385407,257.6483795902458,278.35,0.0,0.2,3.5,25.8,223,17,8,NO,Hiver
52,Marseille,13006,5.370457837,43.28447952,ND de la Garde,Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),4694.748812,2021-02-13,2805,10.0,15.57832760215135,152.63095149336363,280.55,0.0,1.2,24.200000000000003,24.6,650,10000,130,N,Hiver
53,Marseille,13008,5.384568124,43.2632498,"PArc Borely, derrière l'école de danse",Zone urbaine,"Parc urbain, Jardin public",Présent au sol (abandonné),8978.83251,2021-03-05,35.5,260.0,21.626199711780956,187.02167951157998,287.95,0.0,-0.1,-0.1,0.9,11,0,3,OSO,Printemps
55,Marseille,13002,5.362429215,43.29567203,Digue du Mucem,Littoral (terrestre),Port,Présent au sol (abandonné),61480.76434,2021-03-21,20200,300.0,67.67763294494249,216.70636207793103,284.95,0.0,0.0,1.4,1.2000000000000002,3529,5000,0,ONO,Printemps
56,Marseille,13008,5.362410385,43.23990131,Plage du Bain des Dames,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,442.5410801,2021-03-10,100,250.0,21.861318948378223,184.26490564453903,287.15,0.0,0.0,-0.1,1.0,0,0,0,OSO,Printemps
57,Marseille,13008,5.341612881,43.21473893,Littoral anse de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,7760.394889,2021-06-05,360,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,53,3000,12,OSO,Eté
58,Marseille,13008,5.342645079,43.21417544,Colline anse de la Maronaise,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné),24382.06349,2021-06-05,1845,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,383,8000,89,OSO,Eté
60,Marseille,13015,5.363001145,43.3521147,"Ruisseau des Aygalades, Cité des Arts de la Rue/Savonnerie du Midi",Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné),23365.3105,2021-06-04,9290,280.0,31.808946745977547,193.94433757728385,299.95,0.0,0.2,5.0,8.700000000000001,360,0,4,O,Eté
61,Marseille,13008,5.371745639,43.26117189,plage du Prado,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,27263.20451,2021-05-23,191,290.0,35.23719186652797,122.29911027763389,294.55,0.0,0.0,6.6,137.1,74,2000,20,O,Printemps
62,Marseille,13001,5.382299648,43.29811792,La Canebière,Zone urbaine,"Route, rue, place",Présent au sol (abandonné),12419.60222,2021-05-16,80,270.0,21.303513443949537,97.76931491143363,292.35,0.0,2.4,25.3,130.4,5,6800,0,O,Printemps
63,Marseille,13009,5.498016647,43.20239978,Calanque d'En-Vau,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,2207.80384,2021-07-18,100,260.0,49.27354153425756,183.2448156409284,305.55,0.0,0.0,-0.1,18.5,30,0,1,OSO,Eté
64,Marseille,13009,5.421116652,43.21054847,Calanque de Sormiou,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,79709.92568,2021-07-28,980,270.0,29.86781639404168,203.56238428729756,301.05,0.0,0.4,0.30000000000000004,11.6,231,0,24,O,Eté
65,Marseille,13009,5.437717221,43.2304645,Luminy,Zone naturelle ou rurale (hors littoral et montagne),Sentier et chemin,Présent au sol (abandonné),13528.3011,2021-05-15,4000,200.0,21.574348842946243,99.14505662474207,291.25,0.0,0.6,22.900000000000002,128.0,0,0,0,SSO,Printemps
67,Marseille,13007,5.315779964,43.28421501,Plage de Saint-Estève,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,967.8409548,2021-05-05,8,270.0,24.28310166112757,89.59545866817223,294.35,0.0,0.6,27.400000000000006,112.4,0,0,0,O,Printemps
68,Marseille,13001,5.383066367,43.29635509,lycee thiers,Zone urbaine,"Route, rue, place",Présent au sol (abandonné),44365.74265,2021-05-06,6.5,10.0,23.33353558833002,91.38579651877322,293.95,0.0,0.0,27.400000000000006,112.4,13,100,0,N,Printemps
69,Marseille,13008,5.372644168,43.2093191,Calanque de MARSEILLEVEYRE,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,27734.50758,2021-06-05,1000,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,4,0,0,OSO,Eté
71,Marseille,13008,5.372560233,43.26010384,Digues de la plage du Prado,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,16370.63113,2021-05-16,210,270.0,21.303513443949537,97.76931491143363,292.35,0.0,2.4,25.3,130.4,183,116,7,O,Printemps
72,Marseille,13008,5.372761971,43.25516906,Escale Borely,Mer-Océan,Mer-Océan,Flottant,19272.03246,2021-05-21,50,150.0,37.15255655262376,119.05156250462072,293.95,0.0,0.0,6.2,133.7,18,1,3,SE,Printemps
73,Marseille,13001,5.383044621,43.29618684,Lycee Thiers,Zone urbaine,"Route, rue, place",Présent au sol (abandonné),30966.29313,2021-05-27,4,250.0,27.37598250558264,146.61247260383178,298.95,0.0,0.0,7.199999999999999,63.900000000000006,6,200,0,OSO,Printemps
74,Marseille,13008,5.342993575,43.21493166,Plage de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,657.1996498,2021-05-19,40,310.0,51.708343260297994,118.97183553739305,293.45,0.0,1.2,6.4,133.7,8,0,0,ONO,Printemps
75,Marseille,13008,5.372455054,43.25851151,plages du Prado/Huveaune,Mer-Océan,Mer-Océan,Flottant,125367.1607,2021-05-23,10.25,290.0,35.23719186652797,122.29911027763389,294.55,0.0,0.0,6.6,137.1,0,0,0,O,Printemps
76,Marseille,13007,5.362414784,43.29382884,Quai Marcel Pagnol,Littoral (terrestre),Port,Présent au sol (abandonné) ou échoué,1753.505766,2021-06-05,2150,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,578,0,0,OSO,Eté
77,Marseille,13007,5.369650375,43.26675584,Base nautique du Roucas blanc,Littoral (terrestre),Digue et ouvrage,Présent au sol (abandonné) ou échoué,78971.10352,2021-06-05,800,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,145,130,40,OSO,Eté
78,Marseille,13008,5.37410013,43.25412236,"Plage Borély, Bonneveine, Vieille-chapelle",Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,31714.71277,2021-05-23,820,290.0,35.23719186652797,122.29911027763389,294.55,0.0,0.0,6.6,137.1,57,0,20,O,Printemps
79,Marseille,13009,5.457551649,43.23999632,Col de la gineste,Montagne,Sentier et chemin,Présent au sol (abandonné),102510.0391,2021-06-05,1300,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,678,0,85,OSO,Eté
80,Marseille,13007,5.299461282,43.26978101,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,240.4961651,2021-04-22,18.4,250.0,20.644701442514286,129.2470507681949,292.45,0.0,0.0,10.899999999999999,64.0,207,36,4,OSO,Printemps
81,Marseille,13008,5.366748307,43.24334939,Partie Est du plan d'eau,Littoral (terrestre),Port,Flottant,14127.43645,2021-06-05,15,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,2,0,0,OSO,Eté
82,Marseille,13008,5.361915212,43.24045531,Plage du Bain des dames et de la batterie,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné) ou échoué,30755.43566,2021-06-05,400,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,318,2971,23,OSO,Eté
83,Marseille,13008,5.346053161,43.22316585,Escalette,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,35602.9901,2021-06-05,6000,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,390,5000,58,OSO,Eté
84,Marseille,13008,5.35339896,43.21217295,Callanque de Callelongue- Marseilleveyre,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné),78558.51221,2021-06-05,2640,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,270,0,75,OSO,Eté
85,Marseille,13015,5.361913044,43.34757735,Entrée Centre de transfert des déchets et Jardinot,Cours d'eau,Lit du cours d'eau,Flottant,1216.861939,2021-06-04,10000,280.0,31.808946745977547,193.94433757728385,299.95,0.0,0.2,5.0,8.700000000000001,377,0,0,O,Eté
86,Marseille,13008,5.352451155,43.21135524,Calanque de Callelongue,Mer-Océan,Mer-Océan,Flottant,15546.83568,2021-06-05,200,260.0,29.587432043473008,204.68819926469698,300.35,0.0,0.2,5.3,8.9,0,0,0,OSO,Eté
87,Marseille,13007,5.299478986,43.26974629,Plage de Pomègues,Littoral (terrestre),"Plage (sable, galets, gravillons)",Echoué,223.9930067,2021-06-27,29.6,170.0,29.424933944719797,191.36836076725237,301.85,0.0,0.0,0.2,5.4,84,10,2,SSE,Eté
88,Marseille,13008,5.342714335,43.21514371,Plage de la Maronaise,Littoral (terrestre),"Plage (sable, galets, gravillons)",Présent au sol (abandonné),1930.12557,2021-06-16,36,,,,,,,,,0,50,0,,Eté
89,Marseille,13011,5.433037467,43.28558761,Residence Saint Loup,Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné) ou échoué,10231.94463,2021-06-03,1800,200.0,26.449993848845562,184.75479035897663,299.55,0.0,0.6,4.8,8.5,52,0,0,SSO,Eté
90,Marseille,13009,5.407789672,43.27441669,Dromel,Cours d'eau,Berge naturelle (hors plage),Présent au sol (abandonné) ou échoué,4399.579278,2021-06-10,1576,250.0,32.98820221769591,199.20729727955157,304.35,0.0,0.0,0.4,8.9,57,0,0,OSO,Eté
91,Marseille,13007,5.306734635,43.2783289,Port du Frioul,Littoral (terrestre),Port,Flottant,132577.826,2021-06-27,50,170.0,29.424933944719797,191.36836076725237,301.85,0.0,0.0,0.2,5.4,9,0,0,SSE,Eté
92,Marseille,13009,5.454939294,43.21182027,Calanque de Sugiton,Littoral (terrestre),Rocher et crique,Présent au sol (abandonné) ou échoué,8355.322607,2021-07-08,125,300.0,27.662003351295475,182.96216579942788,300.35,0.0,0.0,10.200000000000001,25.0,13,0,12,ONO,Eté
